period,MBBL,MBBL/D,year,month,quarter,dayofyear,weekofyear,lag_1,lag_2,lag_3,rolling_mean_3,rolling_mean_6,rolling_std_3,rolling_std_6,target
1986-03-01,132673,4280,1986,3,1,60,9,4333.0,4314.0,4275.0,4307.333333333333,4240.333333333333,29.569128044861483,76.74807272281475,4202.0
1986-04-01,126049,4202,1986,4,2,91,14,4280.0,4333.0,4314.0,4309.0,4258.5,26.851443164196738,69.62399011834789,4156.0
1986-05-01,128826,4156,1986,5,2,121,18,4202.0,4280.0,4333.0,4271.666666666667,4266.333333333333,65.89638330996199,57.18274798106915,4022.0
1986-06-01,120645,4022,1986,6,2,152,22,4156.0,4202.0,4280.0,4212.666666666667,4260.0,62.684394655555735,67.89698078707019,4067.0
1986-07-01,126077,4067,1986,7,3,182,27,4022.0,4156.0,4202.0,4126.666666666667,4217.833333333333,93.51648695996606,117.30373679753919,3977.0
1986-08-01,123293,3977,1986,8,3,213,31,4067.0,4022.0,4156.0,4081.6666666666665,4176.666666666667,68.19335255971467,120.11272483240991,3960.0
1986-09-01,118788,3960,1986,9,3,244,36,3977.0,4067.0,4022.0,4022.0,4117.333333333333,45.000000000003006,115.2730092721881,3904.0
1986-10-01,121033,3904,1986,10,4,274,40,3960.0,3977.0,4067.0,4001.3333333333335,4064.0,57.50072463311781,97.63810731471101,3965.0
1986-11-01,118962,3965,1986,11,4,305,44,3904.0,3960.0,3977.0,3947.0,4014.3333333333335,38.19685850957382,88.79339314760658,3965.0
1986-12-01,122908,3965,1986,12,4,335,49,3965.0,3904.0,3960.0,3943.0,3982.5,33.86738844375823,56.04551721590756,3918.0
1987-01-01,121473,3918,1987,1,1,1,1,3965.0,3965.0,3904.0,3944.6666666666665,3973.0,35.21836642057287,52.74466797694851,3946.0
1987-02-01,110488,3946,1987,2,1,32,5,3918.0,3965.0,3965.0,3949.3333333333335,3948.1666666666665,27.135462651919564,29.6608608550909,3935.0
1987-03-01,121984,3935,1987,3,1,60,9,3946.0,3918.0,3965.0,3943.0,3943.0,23.643180835082237,26.12278698757784,3901.0
1987-04-01,117022,3901,1987,4,2,91,14,3935.0,3946.0,3918.0,3933.0,3938.8333333333335,14.106735979680629,24.830760493086103,3814.0
1987-05-01,118236,3814,1987,5,2,121,18,3901.0,3935.0,3946.0,3927.3333333333335,3938.3333333333335,23.459184413226332,25.68787002974366,3777.0
1987-06-01,113321,3777,1987,6,2,152,23,3814.0,3901.0,3935.0,3883.3333333333335,3913.1666666666665,62.40459384800001,53.379459220423435,3775.0
1987-07-01,117022,3775,1987,7,3,182,27,3777.0,3814.0,3901.0,3830.6666666666665,3881.8333333333335,63.65794006511633,69.5856786031771,3759.0
1987-08-01,116514,3759,1987,8,3,213,31,3775.0,3777.0,3814.0,3788.6666666666665,3858.0,21.962088546721336,78.62315180656292,3778.0
1987-09-01,113340,3778,1987,9,3,244,36,3759.0,3775.0,3777.0,3770.3333333333335,3826.8333333333335,9.865765724669567,73.67066354163174,3799.0
1987-10-01,117779,3799,1987,10,4,274,40,3778.0,3759.0,3775.0,3770.6666666666665,3800.6666666666665,10.214368964065445,52.37047514262356,3784.0
1987-11-01,113514,3784,1987,11,4,305,44,3799.0,3778.0,3759.0,3778.6666666666665,3783.6666666666665,20.00833159796306,19.572088970369382,3745.0
1987-12-01,116081,3745,1987,12,4,335,49,3784.0,3799.0,3778.0,3787.0,3778.6666666666665,10.816653826424137,13.002563849642355,3747.0
1988-01-01,116160,3747,1988,1,1,1,53,3745.0,3784.0,3799.0,3776.0,3773.3333333333335,27.874719729545507,19.001754304905592,3750.0
1988-02-01,108759,3750,1988,2,1,32,5,3747.0,3745.0,3784.0,3758.6666666666665,3768.6666666666665,21.96208854672244,21.75009578516775,3748.0
1988-03-01,116190,3748,1988,3,1,61,9,3750.0,3747.0,3745.0,3747.3333333333335,3767.1666666666665,2.516611478576017,22.833454987451272,3715.0
1988-04-01,111459,3715,1988,4,2,92,13,3748.0,3750.0,3747.0,3748.3333333333335,3762.1666666666665,1.5275252319024877,23.267287479720004,3684.0
1988-05-01,114210,3684,1988,5,2,122,17,3715.0,3748.0,3750.0,3737.6666666666665,3748.1666666666665,19.655363983760786,21.903576572419684,3656.0
1988-06-01,109677,3656,1988,6,2,153,22,3684.0,3715.0,3748.0,3715.6666666666665,3731.5,32.005207909560056,26.703932294647046,3618.0
1988-07-01,112170,3618,1988,7,3,183,26,3656.0,3684.0,3715.0,3685.0,3716.6666666666665,29.512709126762463,39.40389151674852,3598.0
1988-08-01,111532,3598,1988,8,3,214,31,3618.0,3656.0,3684.0,3652.6666666666665,3695.1666666666665,33.12602199682723,52.54490143356998,3429.0
1988-09-01,102858,3429,1988,9,3,245,35,3598.0,3618.0,3656.0,3624.0,3669.8333333333335,29.46183972532945,57.25178308719703,3587.0
1988-10-01,111198,3587,1988,10,4,275,39,3429.0,3598.0,3618.0,3548.3333333333335,3616.6666666666665,103.82838404470363,101.31074309599748,3605.0
1988-11-01,108138,3605,1988,11,4,306,44,3587.0,3429.0,3598.0,3538.0,3595.3333333333335,94.55686120002693,89.21808486323332,3574.0
1988-12-01,110800,3574,1988,12,4,336,48,3605.0,3587.0,3429.0,3540.3333333333335,3582.1666666666665,96.83663218707309,78.7284362010515,3588.0
1989-01-01,111222,3588,1989,1,1,1,52,3574.0,3605.0,3587.0,3588.6666666666665,3568.5,15.567059238481566,69.97928264848325,3507.0
1989-02-01,98200,3507,1989,2,1,32,5,3588.0,3574.0,3605.0,3589.0,3563.5,15.524174696294164,66.73155175774264,3516.0
1989-03-01,109001,3516,1989,3,1,60,9,3507.0,3588.0,3574.0,3556.3333333333335,3548.3333333333335,43.293571501256984,67.65697795987403,3517.0
1989-04-01,105520,3517,1989,4,2,91,13,3516.0,3507.0,3588.0,3537.0,3562.8333333333335,44.395945760859185,41.06295978936434,3485.0
1989-05-01,108023,3485,1989,5,2,121,18,3517.0,3516.0,3507.0,3513.3333333333335,3551.1666666666665,5.507570547393922,42.733671345472864,3439.0
1989-06-01,103160,3439,1989,6,2,152,22,3485.0,3517.0,3516.0,3506.0,3531.1666666666665,18.19340539869319,40.5236556428806,3407.0
1989-07-01,105632,3407,1989,7,3,182,26,3439.0,3485.0,3517.0,3480.3333333333335,3508.6666666666665,39.208842540102836,48.64839839771336,3370.0
1989-08-01,104478,3370,1989,8,3,213,31,3407.0,3439.0,3485.0,3443.6666666666665,3478.5,39.20884254010374,45.64099034854294,3370.0
1989-09-01,101085,3370,1989,9,3,244,35,3370.0,3407.0,3439.0,3405.3333333333335,3455.6666666666665,34.53018003623386,60.41081580861411,3275.0
1989-10-01,101511,3275,1989,10,4,274,39,3370.0,3370.0,3407.0,3382.3333333333335,3431.3333333333335,21.361959960049663,60.65201288219659,3337.0
1989-11-01,100098,3337,1989,11,4,305,44,3275.0,3370.0,3370.0,3338.3333333333335,3391.0,54.84827557302823,71.74120155109782,3214.0
1989-12-01,99649,3214,1989,12,4,335,48,3337.0,3275.0,3370.0,3327.3333333333335,3366.3333333333335,48.232077845919775,56.856544624711105,3374.0
1990-01-01,104602,3374,1990,1,1,1,1,3214.0,3337.0,3275.0,3275.3333333333335,3328.8333333333335,61.500677503056494,71.62518179147287,3401.0
1990-02-01,95225,3401,1990,2,1,32,5,3374.0,3214.0,3337.0,3308.3333333333335,3323.3333333333335,83.7635561168155,65.42068989747436,3348.0
1990-03-01,103793,3348,1990,3,1,60,9,3401.0,3374.0,3214.0,3329.6666666666665,3328.5,101.07587908761839,70.84278368327202,3354.0
1990-04-01,100624,3354,1990,4,2,91,13,3348.0,3401.0,3374.0,3374.3333333333335,3324.8333333333335,26.501572280428153,68.80528080504807,3310.0
1990-05-01,102615,3310,1990,5,2,121,18,3354.0,3348.0,3401.0,3367.6666666666665,3338.0,29.022979401411764,64.80432084355905,3280.0
1990-06-01,98409,3280,1990,6,2,152,22,3310.0,3354.0,3348.0,3337.3333333333335,3333.5,23.86070689092908,65.81717101178774,3282.0
1990-07-01,101738,3282,1990,7,3,182,26,3280.0,3310.0,3354.0,3314.6666666666665,3344.5,37.22006627257501,43.62453438141182,3316.0
1990-08-01,102782,3316,1990,8,3,213,31,3282.0,3280.0,3310.0,3290.6666666666665,3329.1666666666665,16.77299416725961,47.20346032508154,3306.0
1990-09-01,99191,3306,1990,9,3,244,35,3316.0,3282.0,3280.0,3292.6666666666665,3315.0,20.23198787403059,31.464265445021624,3388.0
1990-10-01,105043,3388,1990,10,4,274,40,3306.0,3316.0,3282.0,3301.3333333333335,3308.0,17.473789896153143,27.011108825717194,3378.0
1990-11-01,101341,3378,1990,11,4,305,44,3388.0,3306.0,3316.0,3336.6666666666665,3313.6666666666665,44.73626418617041,39.342936680698415,3345.0
1990-12-01,103708,3345,1990,12,4,335,48,3378.0,3388.0,3306.0,3357.3333333333335,3325.0,44.73626418616997,47.104139945389676,3451.0
1991-01-01,106978,3451,1991,1,1,1,1,3345.0,3378.0,3388.0,3370.3333333333335,3335.8333333333335,22.50185177568215,41.8684447604827,3477.0
1991-02-01,97369,3477,1991,2,1,32,5,3451.0,3345.0,3378.0,3391.3333333333335,3364.0,54.24327915359406,53.60970061467521,3455.0
1991-03-01,107107,3455,1991,3,1,60,9,3477.0,3451.0,3345.0,3424.3333333333335,3390.8333333333335,69.92376801442177,64.0544039599304,3478.0
1991-04-01,104338,3478,1991,4,2,91,14,3455.0,3477.0,3451.0,3461.0,3415.6666666666665,14.000000000045386,52.41246671033616,3433.0
1991-05-01,106413,3433,1991,5,2,121,18,3478.0,3455.0,3477.0,3470.0,3430.6666666666665,13.000000000048326,55.687221753847474,3381.0
1991-06-01,101426,3381,1991,6,2,152,22,3433.0,3478.0,3455.0,3455.3333333333335,3439.8333333333335,22.501851775678723,49.46278061999989,3362.0
1991-07-01,104229,3362,1991,7,3,182,27,3381.0,3433.0,3478.0,3430.6666666666665,3445.8333333333335,48.5420779667977,36.01342342324974,3378.0
